nco_code,occupation_title,job_description,volume,pdf_page,column
7211.0101,Press Shop Operator,"is involved in operating the press machine, overseeing processes of blanking, drawing, etc., monitoring press operations and recording operational data, co-ordinating with die setter during die setting operation and assisting in running the press at optimum efficiency.",II-B,85,1
7211.0200,"Moulder, Machine","Places plate to which lower half of pattern is attached on machine table. Fixes frame having sides and cross-bars but no top or bottom to plate. Packs sand or loam around pattern. Fills frame with coarser material from chute or by shovelling, and operates machine to ram material. Turns frame over by hand or machine and dusts surface of sand with powder. Fits upper half of pattern to half and pins them together. Fixes another frame on top of frame. Positions channels through which molten metal will be poured and observed. Repeats packing, filling and ramming tasks and pierces holes to allow gases to escape during and after pouring. Loosens frames and turns top frame over and removes halves of pattern. Fits cores in place. Repairs damaged surfaces and treats all surfaces to prevent crumbling of molten metal. Re-joins frames. Shapes channel tops and fits bushes to protect them. May use only one frame and work as member of team in preparing top or bottom frames.",II-B,85,2
7211.0300,"Moulder, Vertical Pipe","Sets bottom socket in moulding box (casing) by operating crane hoist. Gets ramming done, removes socket pattern and repairs mould after withdrawal of body pattern. Blackwashes mould and gets it dried up. Sets socket core at bottom and gets main and top core lowered and placed securely in concentric position.",II-B,86,1
7211.0500,"Core Maker, Moulding (Hand)","Sprays ash, silica or other non- adhering powder on sides of core box, partially fills box with core sand, and inserts metal strengthening pins, wires (grid bars). Fills in and compacts more sand until core box is full. Makes vent holes in core with wire. Removes core from core box, mends it if necessary and places it in oven for drying. May apply plumbago mixed with molasses and water to obtain smooth finish on finished castings.",II-B,86,2
7211.9900,"Metal Moulders and Core Makers,","perform number of routine and low skilled tasks such as ramming foundry sand into mould by rammers (metal bars having flat and round bottom), setting body pattern with help of crane in centre of mould, fixing and removing of sockets for pipe castings, setting pullers for withdrawing machine castings, coating moulds with refractory or insulating powder, assisting in preparation of foundry sand, making bed for moulds, checking conditions of moulds, skimming dirt and slag from molten metal, cleaning and blackening trough, guiding and assisting Crane Driver in stripping castings from metal moulds, etc., and",II-B,87,1
7212.0100,"Welder, Gas","direct flow of molten metal to strengthen joint. Selects correct type and size of welding rod, nozzle etc. and tests welding, torch. Wears dark glasses and other protective devices while welding. Releases and regulates valves of oxygen and acetylene cylinders to control their flow into torch. Ignites torch and regulates flame gradually. Guides flame along joint and heats it to melting point, simultaneously melting welding rod and spreading molten metal along joint shape, size etc. and rectifies defects if any. May join part at various spots to prevent distortion of shape, form dimension etc. May preheat materials like cast iron prior to welding. May also weld by other gases such as argon coal etc.",II-B,87,2
7212.0102,Plumber (Welder) Assistant,"works in housing, commercial and institutional setups.",II-B,88,1
7212.0111,Repair Welder,must be able to use hand welding techniques or welding equipment and tools to join various metal components and also carry out repair work on machinery and equipment.,II-B,88,2
7212.0300,"Welder, Machine","Sets machine for operation by igniting burners and adjusting flames or by switching on current. Regulates flow of gas or current and adjusts machine according to material to be welded. Checks cooling system and adjusts movement of conveyor, if any. Feeds material to be welded with either one by one or in batch according to type of machine and welds them by pressing paddle, or by automatic arrangements. May use fixtures or other suitable devices for mass production work.",II-B,89,1
7212.0303,Gas Metal Arc Welder/Metal Inert,"can prepare various joints including corner, butt, fillet and tee. Set-up and prepare for operations interpreting the right information from the WPS.",II-B,90,1
7212.0402,Iron and Steel Plasma Cutter-,"This involve setting-up and preparing operations interpreting the right information from the specification documents, obtaining the right consumables and other materials, etc.",II-B,90,2
7212.0501,Soldering and Brazing Operator,"is responsible for joining various types of metallic frames, structures, jigs, plates, sheets, wires etc. using heating and melting process created through electrical power and gaseous discharge, maintaining process parameters, conducting quality checks on output product and maintaining a safe and healthy working environment on the shop floor.",II-B,91,1
7212.0801,Welding Assistant,,II-B,92,1
7212.9900,"Welders and Flame Cutters, Other","perform number of routine and low skilled tasks such as cleaning joints, fitting. electrodes, relieving welder and flame cutters in minor operations, fitting nozzle or burner, fitting templates etc. and",II-B,92,1
7213.0200,"Sheet Metal Worker, Structural","Studies drawings and other specifications. Selects prefabricated metal sheet of required size, shape, form and thickness, measures them and marks outline and positions to indicate joints, bends etc. Punches or drills holes in metal sheets at marked points with hand or tools and joins various parts together by riveting, soldering, welding or with nuts and bolts. Bends metal sheet to required shape and covers it by joining it with frame at suitable places with nuts and bolts. Trims ends of bent metallic sheet by filing, sawing, bending etc. as appropriate. May install assembled body structure on frames for having wooden parts fitted to it. May heat and bend metallic parts of frame. May do spot welding.",II-B,93,1
