nco_code,occupation_title,task_number,task,volume,pdf_page
1412.9900,"Restaurant Managers, Other",1,"include all other General Managers engaged in restaurant, hotel and other related activities, not elsewhere classified.",II-A,72
1420.0100,"Manager, Wholesale Trade",1,"organizes and manages wholesale trade organizations, or one or more if its branches or departments, engaged in buying goods and selling them for profits to retailers or industrial and commercial consumers.",II-A,72
1420.0200,"Manager, Retail Trade",1,"organizes and manages retail trade organizations, or one or more of its branches or departments, engaged in buying goods and merchandise and selling them for profit to customers.",II-A,73
1420.0300,"Manager, Export",1,"Directs clerical staff in expediting export correspondence, bid requests, and credit collections.",II-A,73
1420.0300,"Manager, Export",2,"Arranges shipping details, such as export licenses, customs declarations, and packing, shipping, and routing of products.",II-A,73
1420.0300,"Manager, Export",3,Directs clerical and technical staff in preparation of foreign language sales manuals.,II-A,73
1420.0300,"Manager, Export",4,"maintains current information on import-export tariffs, licenses, and restrictions.",II-A,73
1420.0400,"General Manager, Wholesale",1,"organizes and manages wholesale trade organizations, or one or more of its branches or departments engaged in buying goods and selling them for profits to retailers or industrial and commercial consumers.",II-A,73
1420.0500,"General Manager, Retail Trade,",1,"organizes and manages retail trade organizations, or one or more of its branches or departments, engaged in buying goods and merchandise and selling them for profit to customers.",II-A,73
1431.9900,"Sports, Recreation and Cultural",1,includes all other General Managers not covered in any of the families of Group 130.,II-A,74
2111.0100,"Physicist, General",1,"Performs experiments on laws of motion, electricity, centre of gravity, liquid pressure etc., to identify and measure elements of matter and energy and their interaction.",II-A,76
2111.0100,"Physicist, General",2,"Applies results to formulate theories of physical phenomena, solve industrial and technical problems and for making delicate instruments and testing equipment.",II-A,76
2111.0100,"Physicist, General",3,"Undertakes study of applied physics for understanding analysis data, Solar stellen and astrophysics, biological and geophysical phenomena, etc.",II-A,76
2111.0200,"Physicist, Mechanics",1,"Performs basic tasks similar to those of Physicist General and conducts theoretical and experimental studies and research in different fields of mechanics using appropriate instruments, apparatus and equipment.",II-A,77
2111.0200,"Physicist, Mechanics",2,"Analyses data and formulates theories of physical phenomena and solves industrial and technical problems relating to hydrostatic, gravitation aerodynamics, hydrodynamics, ballistics, elasticity, use of high pressure or high- vacuum, control and efficiency of mechanical instruments and measuring devices, etc.",II-A,77
2111.0400,"Physicist, Light",1,"Performs basic tasks similar to Physicist General, conducts studies and experiments on transmission and projection of light and optical problems using lenses, mirrors, prisms, projectors and other appropriate apparatus, instruments and equipment.",II-A,77
2111.0400,"Physicist, Light",2,"Analyses data, formulates theories and evolves formulae for designing optical instruments, solving optical problems and application to industrial and technical uses.",II-A,77
2111.0500,"Physicist, Sound",1,"Performs basic tasks similar to Physicist General, conducts studies and experiments for recording frequency, amplitude and compression of sound waves, using amplitude detector, frequency modulation detector, amplifiers, automatic recorders.",II-A,78
2111.0500,"Physicist, Sound",2,"Analyses data and evolves scientific theories for designing delicate sound recording and propagating instruments, vibration recorders, musical instruments etc.",II-A,78
2111.0800,"Physicist, Nuclear",1,"Performs basic tasks similar to Physicist General, conducts research and studies in atomic fields such as nuclear structure and disintegration, measurements and separation of isotopes (elements having very similar chemical and physical properties but slightly different in atomic weights), generation of high velocity particles and X-Ray crystallography.",II-A,79
2111.0800,"Physicist, Nuclear",2,"Analyses observations and data and evolves theories and designs for nuclear generation of power, fission and fusion of atoms, medical use and other purposes.",II-A,79
2111.0900,Astronomer,1,"Observes celestial bodies with telescopes fitted with complex devices such as spectroscopes, photometers, bolometers and other photography and radiation-recording instruments and records observations.",II-A,79
2111.0900,Astronomer,2,"Computes position and orbits of stars, planets, comets and asteroids.",II-A,79
2111.0900,Astronomer,3,Takes photographs of sun in calcium and hydrogen lights to locate sun spots and eruption.,II-A,79
2111.0900,Astronomer,4,"Interprets data regarding size, composition, position, temperature etc. of planets and other heavenly bodies at given times to be used by air and sea navigators.",II-A,79
2111.0900,Astronomer,5,"Publishes results of observations and solar prominences, dark marking and other phenomena.",II-A,79
2111.0900,Astronomer,6,"Sends periodical messages to research centres regarding solar and geomagnetic observations, behaviour and other phenomena of sun and moon during particular periods (International geophysical year).",II-A,79
2111.0900,Astronomer,7,May undertake research in special fields.,II-A,79
2111.9900,"Physicists and Astronomers, Other",1,"include all other physicists and astronomers working in other fields of physics and astronomy such as those engaged in controlling, testing and analysing physical and astronomical properties or in developing experimental, testing and recording equipment, not elsewhere classified.",II-A,80
2112.9900,"Meteorologists, Other",1,"include meteorologists who conduct research, improve or develop concepts, theories and operational methods related to the composition, structure and dynamics of the atmosphere, and prepare detailed or long term weather forecasts used in aviation, shipping, agriculture and other areas and for the information of general public not elsewhere classified.",II-A,81
2113.0300,"Chemist, Inorganic",1,"Performs basic tasks like Chemist General utilizing chemical processes according to nature of test or experiment such as distillation, evaporation, filtration, detection of cations and anions (positive and negative ions), and salt analysis.",II-A,82
2113.0300,"Chemist, Inorganic",2,"develop new compounds, improve production procedures or increase technical knowledge in the research field.",II-A,82
2113.0400,"Chemist, Physical",1,"Performs basic tasks similar to Chemist General using instruments and apparatus such as sensitive balances, spectroscope, microscope, X-Ray, pressure and temperature measuring devices, depending upon type of test or experiment.",II-A,83
2113.0400,"Chemist, Physical",2,"Analyses readings and assesses results by applying principles of electro-chemistry, thermodynamics periodic classification of elements, atomic theory, chromatography (Qualitative and quantitative measurements of ions) to determine physical and chemical properties, atomic weight, atomic structure, pH value, radio activity, relationship in periodic classification table, characteristics, reaction at different temperature and pressures fission and fusion of atoms, change of state of solid, liquid and gases etc., for advancement of research knowledge and for improvement of production processes.",II-A,83
